"","sessionid","treatmentnumber","subjects","period","subject","group","profit","totalprofit","contribution_id","income","strategic_ability","timecalculercontrolreppggok","timeokcontrolreppggok","timecalculerrepeatedpggok","timeokrepeatedpggok","sumc_rep","roundprofit","timecontinuerrepeatedpggfeedback","gamepaid","paypgg","paytask","finalprofit","moneyearned","crtscore","paycrt","mycontrib","sumcont_one","sm","paypggone","type","unassigned","winrace","payrace","bilevel","maxint","choiceguess","payguess","target","p","guessability","gr_one","ap","unco_cont","cond1","cond2","cond3","cond4","cond5","cond6","cond7","cond8","cond9","cond10","cond11","cond12","cond13","cond14","cond15","cond16","cond17","cond18","cond19","cond20","cond21","timeokcontrolonepggok","timeokoneshotpgguncook","timeokoneshotpggcondok","avg_cond","cov","sum_square1","sum_square2","avg_bench","d1","d2","var_cond","cor","othercont","mycond","ca","cb","cc","gr_guess","ce","timeokguessinggameok","cg","distance","winguess","cj","sessiontarget","cl","age","gender","study","yearstudy","nation","difficultexp","strategy","strategy1","strategy2","strategypartner","risk","session","id","idgroup","hetero","female","groupcont","avg_cont_all","avg_cont_type","avg_cont_ability","otherCC","CC","n_cc","cumability","bin_strategic_ability","n_H","avg_cont_prefgroup","avg_cont_abgroup","groupcompo","allCC","allH","dif_cont","othercont_rep","mincont","medcont","repothercont","otherH","periodsq","minab","maxab","decile","quartile","avgsm","FR","n_low","n_fr","allFR","allLow","fieldstudy","nationality","avg_cont_compo","condition","sum_contribution_g","avg_contribution_g","avg_contr_g_others","roundprofit_id","grouptype","group_ability_cont","group_ability_cat","group_ability_bin"
"2130","160324_1558",0,"subjects",13,10,4,"0","0",10,485.2,42.6895276517062,"-","-","0",29,49,39.4,14,NA,NA,NA,2.1955e+15,2.1955e+15,1,100,100,380,0,"328","CondCoop",NA,1,200,1,5,20,200,28,"0.6666666666666666",0.747352496217852,7,0,100,0,0,0,0,0,0,0,50,50,50,50,50,50,50,80,80,80,80,80,100,100,-124,29,61,"4523809523809520",43000,2652380952380950,77000,100,"5476190476190470",100,"1326190476190470",0.951492003542655,130,100,380,100,"328",5,20,67,28,8,1,200,2927777777777770,"0.7473524962178519",24,"Femme","Autres","Licence 1","Francaise","3","Alterner les petites et les grosses donnes.","",NA,"J'ai remarqué dès les premiers jeux qu'ils mettaient en commun beaucoup de jetons alors j'ai supposé qu'ils allaient faire de même tout le long.",7,7,154,"52",NA,1,15,5.02083349227905,7.23999977111816,6,2,1,3,0.484375,0,1,8.4509801864624,7.125,2,1,0,0,35,15,15,35,1,169,28.8888893127441,43.4123382568359,5,2,45.238094329834,0,2,0,0,0,1,3,7.2857141494751,"RAND",45,15,17.5,37,"CondCoop",38.3302515828991,"MEDIUM","LOW_STRAT"
"2131","160323_1557",1,"subjects",13,20,4,"0","0",7,2.852e+15,72.8167281672817,"-","-","0",22,16,22.6,10,NA,NA,NA,13.26,13.26,3,300,200,310,1,"186","CondCoop",NA,1,200,3,5,44,0,1866666666666660,"0.6666666666666666",0.58450184501845,7,1,20,0,5,10,15,20,30,30,50,70,90,100,110,120,130,140,150,160,170,180,190,200,-373,-2,4,"9380952380952380",83500,9174523809523810,77000,100,"1061904761904760",100,"4587261904761900",0.99345762371864,110,200,310,200,"186",5,44,81,1866666666666660,2533333333333330,0,0,2836111111111110,"0.5845018450184502",22,"Homme","Sciences dures (Mathématiques, Chimie, Biologie, Physique, Informatique)","Licence 3","Francaise","3","j'ai pris un max  en mettant 0 au début en espérant qu'ils misent beaucoup, ça a très bien fonctionné. Malheureusement, par la suite ils n'étaient plus près à mettre beaucoup dans la cagnotte du coup. J'ai tenté d'augmenter","ma mise pour les pousser à le faire aussi et de mettre 0 au dernier tour, ca n'a pas très bien  fonctionné.",NA,"je pensais qu'ils mettraient beaucoup, j'ai pu connaître leurs intentions au premier tour, seulement j'y suis allé trop fort en mettant 0.",2,6,140,"44",0,0,5.33333349227905,5.93055534362793,7.23333311080933,6.13513517379761,2,1,3,0.880208313465118,1,1,8.4509801864624,7.125,2,1,0,5,9,4,5,9,0,169,6.66666650772095,72.8167266845703,9,4,93.8095245361328,0,2,0,0,0,4,3,7.2857141494751,"PREF",16,5.33333333333333,4.5,22.6,"CondCoop",38.8355883558836,"MEDIUM","LOW_STRAT"
"2132","160323_1557",1,"subjects",13,19,5,"0","0",0,3.31e+15,88.1672816728167,"-","-","0",28,11,26.6,10,NA,NA,NA,14515,14515,3,300,110,410,0,"336","CondCoop",NA,1,200,5,5,15,200,1866666666666660,"0.6666666666666666",0.645018450184502,8,0,110,0,10,20,30,40,50,60,70,80,90,100,100,100,100,100,100,100,100,100,100,100,-57,10,-42,"7380952380952380",38500,2409523809523810,77000,100,"2619047619047610",100,"1204761904761900",0.893819357296686,300,100,410,110,"336",5,15,10,1866666666666660,3666666666666660,1,200,2836111111111110,"0.645018450184502",18,"Femme","Economie et Gestion, Math-Eco","Licence 1","Francaise","4","J'ai essayé de maintenir la confiance de mes partenaires de jeu en maintenant une cotisation supérieure ou égale à 10 jetons. A partir de la 13e période, voyant que mes partenaires profitaient largement de ma cotisation (il","ne cotisaient plus beaucoup), je suis passée à des cotisations très faibles afin d'obtenir plus de jetons.",NA,"Au début ils allaient miser de manière modérée et attendre que la confiance soit établie, puis d'un coup diminuer leur cotisation afin d'obtenir un gain de jetons assez élevé. A la fin du jeu, la plupart baisse ses cotisations.",7,6,139,"45",0,1,3.66666674613953,5.93055534362793,7.23333311080933,6.13513517379761,2,1,3,0.973958313465118,1,1,8.4509801864624,7.125,2,1,0,-11,11,4,4,11,0,169,13.3333330154419,88.1672821044922,10,4,73.8095245361328,0,2,0,0,0,3,3,7.2857141494751,"PREF",11,3.66666666666667,5.5,26.6,"CondCoop",47.6725433921006,"MEDIUM","HIGH_STRAT"
"2133","160321_1405",2,"subjects",13,3,8,"0","0",0,325.6,6.66666666666667,"-","-","-",28,3,21.8,20,NA,NA,NA,9139999999999990,9139999999999990,0,0,50,105,1,"213","CondCoop",NA,1,200,1,5,90,0,3177777777777770,"0.6666666666666666",0,6,1,60,0,5,5,10,5,20,20,30,30,50,60,50,20,30,50,50,50,50,50,50,50,17,10,-2,"3261904761904760",20650,7830952380952370,77000,100,"1738095238095230",100,"3915476190476180",0.840944630411016,55,50,105,50,"213",4,90,62,3177777777777770,5822222222222220,0,0,2502777777777770,"0",20,"Femme","Economie et Gestion, Math-Eco","Licence 2","Autre Non-Européenne","3","au depard je voulais maximiser mes gains donc j'ai misé moyenement, et ça marchait puis au fur et a mesure du jeux les autres ont baissé leur mise donc j ai baissé la mienne","",NA,"qu ils allaient jouer plus aussi vu qu on avancait bien ave os dotations moyenne",5,2,27,"16",NA,1,1,5.45833349227905,5.56410264968872,4.47222232818604,2,1,3,0.0625,0,0,8.4509801864624,4.53333330154419,2,1,0,-6,3,0,0,3,0,169,6.66666650772095,6.66666650772095,1,1,32.6190490722656,0,3,0,0,1,3,2,7.2857141494751,"STRAT",3,1,1.5,21.8,"CondCoop",6.66666666666667,"LOW","LOW_STRAT"
"2134","160329_1355",0,"subjects",13,22,8,"0","0",8,370.4,29.8240816698569,"-","-","17",12,30,30,14,NA,NA,NA,15665,15665,2,200,120,360,0,"296","CondCoop",NA,0,0,0,5,6,200,1911111111111110,"0.6666666666666666",0.22805578342904,5,0,120,0,0,10,15,15,20,35,35,35,40,45,50,60,70,70,70,70,80,80,0,100,24,-36,-310,"4285714285714280",29000,1817857142857140,77000,100,"5714285714285710",100,"9089285714285710",0.775126812387044,180,100,360,120,"296",1,6,43,1911111111111110,1311111111111110,1,200,3213888888888880,"0.2280557834290403",18,"Femme","Sciences dures (Mathématiques, Chimie, Biologie, Physique, Informatique)","Licence 1","Francaise","3","J'ai essayer d'augmenter petit à petit la somme que nous mettions en commun mais cela n'a pas était très fructueux j'ai donc mis en dernier étape \""0\"" jetons ce qui m'a permis de ratrapper ce que j'aurais pu gagner si nous","avions augmenté tous ensemble nos mises .",NA,"Je ne savais pas trop je pensais que nous resterions bloqué sur une mise de 10 jetons chacun mais apparemment certains préféraient mettre moins.",6,8,190,"64",NA,1,10,5.02083349227905,7.23999977111816,6,2,1,3,0.22916667163372,0,0,8.4509801864624,4.53333330154419,2,1,0,-4,22,9,9,22,0,169,29.8240814208984,41.6953773498535,3,1,42.8571434020996,0,3,0,0,1,4,3,7.2857141494751,"RAND",30,10,11,30,"CondCoop",36.4713031325008,"LOW","LOW_STRAT"
"2135","160323_1557",1,"subjects",13,11,7,"0","0",20,468,13.3333333333333,"-","-","0",28,60,36,20,NA,NA,NA,18325,18325,0,0,100,410,1,"346","CondCoop",NA,1,200,2,5,100,0,5444444444444440,"0.6666666666666666",0,8,1,100,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,28,42,59,"50",38500,19250,77000,100,"50",100,"962.5",1,310,100,410,100,"346",7,100,75,5444444444444440,4555555555555550,0,0,2836111111111110,"0",19,"Femme","Economie et Gestion, Math-Eco","Licence 1","Francaise","5 (Facile)","faire en sorte que la contribution soit au maximum","",NA,"mettre la totalité de la contribution pour obtenir un meilleur gain",5,6,131,"47",0,1,20,5.93055534362793,7.23333311080933,5.7142858505249,2,1,3,0.0989583358168602,0,1,8.4509801864624,7.125,2,1,0,10,40,20,20,40,1,169,13.3333330154419,55.5555572509766,1,1,50,0,2,0,0,0,3,3,7.2857141494751,"PREF",60,20,20,36,"CondCoop",35.3314199808665,"LOW","LOW_STRAT"
"2136","160323_1557",1,"subjects",13,7,5,"0","0",7,3.13e+15,41.5170151701517,"-","-","7",5,11,19.6,20,NA,NA,NA,13815,13815,1,100,40,80,1,"208","CondCoop",NA,1,200,2,5,10,0,3311111111111110,"0.6666666666666666",0.512177121771218,3,1,110,0,10,10,10,10,30,30,30,40,40,50,40,40,40,40,40,40,40,40,40,40,10,6,-6,"3142857142857140",14200,4057142857142850,77000,100,"8571428571428570",100,"202857142857143",0.803401858010389,40,40,80,40,"208",1,10,36,3311111111111110,2311111111111110,0,0,2836111111111110,"0.5121771217712179",21,"Femme","Droit, Sciences politiques","Licence 2","Francaise","3","j'anticipais à chaque fois par rapport aux contributions totales précédentes","",NA,"toujours un peu plus de 10",7,6,127,"45",0,1,3.66666674613953,5.93055534362793,7.23333311080933,5.7142858505249,2,1,3,0.46875,0,1,8.4509801864624,7.125,2,1,0,-4,4,0,4,4,1,169,13.3333330154419,88.1672821044922,5,2,31.4285717010498,0,2,0,0,0,2,3,7.2857141494751,"PREF",11,3.66666666666667,2,19.6,"CondCoop",47.6725433921006,"MEDIUM","HIGH_STRAT"
"2137","160323_1155",1,"subjects",13,1,3,"0","0",0,398.4,20.6060606060606,"-","-","0",29,35,41,19,NA,NA,NA,11635,11635,0,0,100,400,1,"340","CondCoop",NA,1,200,1,5,8,200,3022222222222220,"0.6666666666666666",0.418181818181818,8,1,100,0,0,0,0,0,0,0,35,40,45,50,50,60,65,60,75,80,85,90,75,100,-57,-21,-227,"4333333333333330",42200,2481666666666660,77000,100,"5666666666666660",100,"1240833333333330",0.965373481443999,300,100,400,100,"340",2,8,-17,3022222222222220,2222222222222220,1,200,2933333333333330,"0.4181818181818183",20,"Femme","Droit, Sciences politiques","Licence 2","Francaise","5 (Facile)","je voulais atteindre 'équilibre de nash en misant 20 à chaque fois mais comme il etait impossible à obtenir je suis devenue mechante et à la fin en sachant qu'il n' y aurait pas de représailles vu que l'équilibre n'avait","pas été trouvé, j'essaie d'obtenir l'optimum de pareto.",NA,"20",8,4,73,"27",0,1,11.6666669845581,5.93055534362793,7.23333311080933,5.7142858505249,2,1,3,0.13020832836628,0,0,8.4509801864624,4.53333330154419,2,1,0,-10,35,15,15,35,0,169,6.66666650772095,34.343433380127,2,1,43.3333320617676,0,3,0,0,1,2,3,7.2857141494751,"PREF",35,11.6666666666667,17.5,41,"CondCoop",20.5387205387205,"LOW","LOW_STRAT"
"2138","160324_1558",0,"subjects",13,12,4,"0","0",20,380.2,43.4123382081022,"-","-","0",29,49,29.4,19,NA,NA,NA,16.68,16.68,2,200,200,370,1,"222","CondCoop",NA,1,200,1,5,50,0,2711111111111110,"0.6666666666666666",0.435703479576399,2,1,200,10,20,60,80,90,100,100,120,130,150,160,170,180,180,190,190,200,200,200,200,200,39,41,17,"1395238095238090",72500,7509523809523810,77000,100,"6047619047619040",100,"3754761904761900",0.95342480066427,170,200,370,200,"222",2,50,73,2711111111111110,2288888888888880,0,0,2927777777777770,"0.4357034795763994",19,"Homme","Autres","Licence 1","Francaise","5 (Facile)","Mettre tous mes dons, en espérant forcer les autres à faire de même, puis ne rien donner pour la dernière tâche","",NA,"Donner le moins possible",5,7,156,"52",NA,0,15,5.02083349227905,7.23999977111816,3.95652174949646,2,1,3,0.510416686534882,1,1,8.4509801864624,7.125,2,1,0,0,25,10,15,25,0,169,28.8888893127441,43.4123382568359,6,3,139.523803710938,0,2,0,0,0,1,3,7.2857141494751,"RAND",45,15,12.5,27,"CondCoop",38.3302515828991,"MEDIUM","LOW_STRAT"
"2139","160323_1557",1,"subjects",13,3,4,"0","0",5,2.852e+15,6.66666666666667,"-","-","0",28,16,24.6,20,NA,NA,NA,13.21,13.21,0,0,50,110,1,"216","CondCoop",NA,1,200,1,5,90,0,20,"0.6666666666666666",0,4,1,50,0,5,10,10,10,10,10,20,20,30,30,30,30,30,30,50,50,50,50,50,50,13,30,-33,"2738095238095230",20750,5980952380952380,77000,100,"2261904761904760",100,"2990476190476190",0.966913371436835,60,50,110,50,"216",3,90,80,20,70,0,0,2836111111111110,"0",22,"Homme","Droit, Sciences politiques","Licence 1","Autre Non-Européenne","5 (Facile)","Investire le quart de ma dotation","",NA,"Relativement pareil",7,6,123,"44",0,0,5.33333349227905,5.93055534362793,7.23333311080933,5.7142858505249,2,1,3,0.0625,0,1,8.4509801864624,7.125,2,1,0,0,11,4,5,11,1,169,6.66666650772095,72.8167266845703,1,1,27.380952835083,0,2,0,0,0,2,2,7.2857141494751,"PREF",16,5.33333333333333,5.5,24.6,"CondCoop",38.8355883558836,"MEDIUM","LOW_STRAT"
"2140","160323_1557",1,"subjects",13,12,7,"0","0",20,468,55.5555555555556,"-","-","0",24,60,36,20,NA,NA,NA,18.45,18.45,2,200,200,500,1,"300","CondCoop",NA,1,200,5,5,68,0,4311111111111110,"0.6666666666666666",0,1,1,150,0,0,0,0,0,0,0,0,0,0,20,30,40,50,60,70,80,90,100,150,200,50,9,8,"4238095238095230",61100,6318095238095230,77000,100,"1576190476190470",100,"3159047619047610",0.875997291956809,300,200,500,200,"300",4,68,46,4311111111111110,2488888888888880,0,0,2836111111111110,"0",20,"Homme","Economie et Gestion, Math-Eco","Licence 3","Francaise","4","Jouer pour le groupe durant les 13 premières périodes et essayer de me démarquer durant les deux dernières.","",NA,"Je pensais qu'ils allaient jouer pour le groupe durant toute la partie puisqu'ils avaient commencé ainsi.",5,6,132,"47",0,0,20,5.93055534362793,7.23333311080933,6.13513517379761,2,1,3,0.734375,1,1,8.4509801864624,7.125,2,1,0,5,40,20,20,40,0,169,13.3333330154419,55.5555572509766,8,3,42.3809509277344,0,2,0,0,0,3,3,7.2857141494751,"PREF",60,20,20,36,"CondCoop",35.3314199808665,"LOW","LOW_STRAT"
"2141","160323_1352",1,"subjects",13,19,4,"0","0",10,3.68e+15,30.7332433648223,"-","-","0",29,30,28,14,NA,NA,NA,15595,15595,1,100,110,110,0,"156","CondCoop",NA,1,200,1,5,50,0,4177777777777770,"0.6666666666666666",0.388663967611336,8,0,110,0,20,30,30,50,50,70,60,60,100,100,130,130,130,150,150,170,170,200,200,200,-43,-117,-309,"1047619047619040",78800,8232380952380950,77000,100,"9523809523809520",100,"4116190476190470",0.989733169640579,20,100,110,110,"156",8,50,76,4177777777777770,8222222222222220,0,0,2483333333333330,"0.388663967611336",23,"Femme","Autres","Master 2","Francaise","4","J'ai d'abord donné peu (5 jetons) puis j'ai monté progressivement. En voyant que les autres donnaient peu, j'ai diminué ma contribution j'ai diminué.","",NA,"Soit ils donnaient peu (entre 5 et 10), soit ils ne donnaient rien.",3,5,115,"36",0,1,10,5.93055534362793,7.23333311080933,5.7142858505249,2,1,3,0.255208343267441,0,1,8.4509801864624,7.125,2,1,0,-1,20,5,10,20,1,169,6.66666650772095,69.6086349487305,3,2,104.761901855469,0,2,0,0,0,1,3,7.2857141494751,"PREF",30,10,10,28,"CondCoop",35.6695156695157,"LOW","LOW_STRAT"
"2142","160329_1355",0,"subjects",13,20,7,"0","0",4,3.496e+15,31.1111111111111,"-","-","0",29,11,22.6,19,NA,NA,NA,9.905e+15,9.905e+15,1,100,30,50,1,"200","CondCoop",NA,1,200,3,5,68,0,38,"0.6666666666666666",0,6,1,30,0,0,10,10,10,20,20,20,20,30,30,40,40,40,40,50,50,50,60,50,50,28,42,1,"3047619047619040",22100,6695238095238090,77000,100,"1952380952380950",100,"3347619047619040",0.973338491194328,20,30,50,30,"200",3,68,34,38,30,0,0,3213888888888880,"0",21,"Femme","Economie et Gestion, Math-Eco","Licence 1","Francaise","5 (Facile)","Miser peu","",NA,"Je comptais sur de faibles mises de la part des autres joueurs, j'ai donc misé également peu pour augmenter mes chances de gain.",7,8,188,"63",NA,1,3.66666674613953,5.02083349227905,7.23999977111816,6,2,1,3,0.270833343267441,0,1,8.4509801864624,7.125,2,1,0,1,7,0,4,7,1,169,17.7777786254883,49.0055618286133,3,2,30.4761905670166,0,2,0,0,0,3,3,7.2857141494751,"RAND",11,3.66666666666667,3.5,22.6,"CondCoop",32.631483000638,"LOW","LOW_STRAT"
"2143","160323_1352",1,"subjects",13,3,5,"0","0",10,422.8,95.8164642375169,"-","-","29",15,35,31,12,NA,NA,NA,17.41,17.41,3,300,140,340,0,"264","CondCoop",NA,1,200,5,5,30,0,1555555555555550,"0.6666666666666666",0.874493927125506,7,0,140,0,0,0,0,40,50,60,70,80,90,100,110,120,130,140,100,100,100,100,100,100,32,-1,-32,"7571428571428570",4609999999999990,3971428571428560,77000,100,"2428571428571420",100,"1985714285714280",0.833646986972401,200,100,340,140,"264",5,30,2,1555555555555550,1444444444444440,0,0,2483333333333330,"0.8744939271255061",21,"Femme","Sciences dures (Mathématiques, Chimie, Biologie, Physique, Informatique)","Master 1","Francaise","4","Contribuer des fortes sommes au début pour instaurer la confiance (de 15 à 20). Les 5 dernières périodes, on descend la contribution (jusqu'à 0 pour la dernière), sachant qu'il y a l'inertie des autres joueuers pour descendre les contributions.","",NA,"Pareil que moi",8,5,99,"37",0,1,11.6666669845581,5.93055534362793,7.23333311080933,6.13513517379761,2,1,3,0.984375,1,2,8.4509801864624,4.73684215545654,2,1,0,-4,25,10,10,25,1,169,30.7332439422607,95.8164672851562,10,4,75.7142868041992,0,1,0,0,0,4,3,7.2857141494751,"PREF",35,11.6666666666667,12.5,31,"CondCoop",67.9142300194932,"HIGH","HIGH_STRAT"
"2144","160321_1405",2,"subjects",13,22,8,"0","0",3,288.6,6.66666666666667,"-","-","-",26,3,18.8,19,NA,NA,NA,8215,8215,0,0,100,220,0,"232","CondCoop",NA,1,200,1,5,75,0,2977777777777770,"0.6666666666666666",0,5,0,100,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,39,13,-120,"6666666666666660",49000,4666666666666660,77000,100,"3333333333333330",100,"2333333333333330",0.817423891369599,30,100,220,100,"232",2,75,50,2977777777777770,4522222222222220,0,0,2502777777777770,"0",23,"Femme","Autres","Master 1","Francaise","4","au début miser le plus possible pour avoir un maximum de gains, mais les autres n'ont pas suivi, donc je n'ai plus rien misé pour limiter la perte","",NA,"je pensais qu'ils allaient jouer intelligement et miser le plus possible, mais ils ont préféré être égoiste et gagner moins",8,2,46,"16",NA,1,1,5.45833349227905,5.56410264968872,4.47222232818604,2,1,3,0.0625,0,0,8.4509801864624,4.53333330154419,2,1,0,-7,0,0,0,0,0,169,6.66666650772095,6.66666650772095,1,1,66.6666641235352,0,3,0,0,1,1,3,7.2857141494751,"STRAT",3,1,0,18.8,"CondCoop",6.66666666666667,"LOW","LOW_STRAT"
"2145","160323_1352",1,"subjects",13,22,4,"0","0",5,4.19e+15,6.66666666666667,"-","-","16",9,30,33,17,NA,NA,NA,16.92,16.92,0,0,50,180,1,"258","CondCoop",NA,1,200,1,5,100,0,4177777777777770,"0.6666666666666666",0,6,1,20,0,3,5,8,10,25,15,35,20,45,25,55,30,65,35,38,40,38,45,40,50,-361,-9,-140,"2985714285714280",18080,6590571428571420,77000,100,"2014285714285710",100,"3295285714285710",0.802585904120272,130,50,180,50,"258",8,100,36,4177777777777770,5822222222222220,0,0,2483333333333330,"0",19,"Femme","Economie et Gestion, Math-Eco","Licence 1","Autre Non-Européenne","4","J'étudiai les comportements de autres membres du groupe (le nombre de jetons qu'ils avaient tendance à mettre en jeu).","",NA,"En regardant le nombre total de jetons.",7,5,118,"36",0,1,10,5.93055534362793,7.23333311080933,5.7142858505249,2,1,3,0.0625,0,1,8.4509801864624,7.125,2,1,0,3,25,10,10,25,1,169,6.66666650772095,69.6086349487305,1,1,29.8571434020996,0,2,0,0,0,3,2,7.2857141494751,"PREF",30,10,12.5,33,"CondCoop",35.6695156695157,"LOW","LOW_STRAT"
"2146","160323_1557",1,"subjects",13,15,6,"0","0",0,302.6,34.2025420254203,"-","-","0",26,7,24.2,20,NA,NA,NA,13.76,13.76,2,200,100,500,0,"400","CondCoop",NA,1,200,1,5,60,200,4311111111111110,"0.6666666666666666",0.159409594095941,1,0,100,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,43,7,58,"50",38500,19250,77000,100,"50",100,"962.5",1,350,100,500,100,"400",4,60,81,4311111111111110,1688888888888880,1,200,2836111111111110,"0.1594095940959409",23,"Femme","Economie et Gestion, Math-Eco","Master 1","Autre Européenne","4","pour les 15 périodes j'ai contribué avec 0€, en revanche j'ai pu profiter de mes 20 jetons et le gain commun","",NA,"contribuer de moins en moins, avec la plus haute contribution au début",7,6,135,"46",0,1,2.33333325386047,5.93055534362793,7.23333311080933,5.7142858505249,2,1,3,0.317708343267441,0,2,8.4509801864624,4.73684215545654,2,1,0,-10,7,3,3,7,2,169,34.2025413513184,73.5137329101562,4,2,50,0,1,0,0,0,3,1,7.2857141494751,"PREF",7,2.33333333333333,3.5,24.2,"CondCoop",51.7288506218395,"HIGH","HIGH_STRAT"
"2147","160323_1352",1,"subjects",13,14,5,"0","0",10,456.8,30.7332433648223,"-","-","0",12,35,31,20,NA,NA,NA,17635,17635,1,100,200,400,1,"240","CondCoop",NA,1,200,1,5,50,0,2622222222222220,"0.6666666666666666",0.388663967611336,1,1,100,100,110,120,130,140,150,160,170,180,190,200,200,200,200,200,200,200,200,200,200,200,-339,10,-79,"1738095238095230",3849999999999990,240952380952381,77000,100,"261904761904762",100,"1204761904761900",0.893819357296686,200,200,400,200,"240",2,50,71,2622222222222220,2377777777777770,0,0,2483333333333330,"0.388663967611336",20,"Femme","Autres","Licence 2","Francaise","3","mettre toujours 15 puis vers la fin j'ai varié avec 5, 10 et 20 en regardant si ça augmentait mes gains","",NA,"a peu près comme moi",6,5,110,"37",0,1,11.6666669845581,5.93055534362793,7.23333311080933,5.7142858505249,2,1,3,0.255208343267441,0,2,8.4509801864624,4.73684215545654,2,1,0,0,25,10,10,25,2,169,30.7332439422607,95.8164672851562,3,2,173.809524536133,0,1,0,0,0,1,3,7.2857141494751,"PREF",35,11.6666666666667,12.5,31,"CondCoop",67.9142300194932,"HIGH","HIGH_STRAT"
"2148","160323_1352",1,"subjects",13,13,5,"0","0",15,402.8,77.1929824561404,"-","-","0",16,35,26,9,NA,NA,NA,16135,16135,3,300,200,340,0,"204","CondCoop",NA,1,200,5,5,53,0,3111111111111110,"0.6666666666666666",0.315789473684211,7,0,200,0,0,40,40,60,60,80,100,100,100,100,100,100,100,140,140,140,200,200,200,200,-247,-16,-234,"1047619047619040",73200,7512380952380950,77000,100,"9523809523809520",100,"3756190476190470",0.962447208128553,140,200,340,200,"204",7,53,51,3111111111111110,2188888888888880,0,0,2483333333333330,"0.3157894736842106",21,"Femme","Autres","Licence 3","Francaise","4","je voulais que chacun mette 20 jetons et j'essayais de les ammener vers ce résultat (pas très concluant)","",NA,"je pensais que les autres joueraient également sur cette équité",3,5,109,"37",0,1,11.6666669845581,5.93055534362793,7.23333311080933,6.13513517379761,2,1,3,0.916666686534882,1,2,8.4509801864624,4.73684215545654,2,1,0,-5,20,10,10,20,1,169,30.7332439422607,95.8164672851562,10,4,104.761901855469,0,1,0,0,0,1,3,7.2857141494751,"PREF",35,11.6666666666667,10,26,"CondCoop",67.9142300194932,"HIGH","HIGH_STRAT"
